Username,Platform,Followers,Engagement Rate,Location,Industry,Contact Email,Campaign ROI,Ad Cost (USD)
Khaled_Al-Said_6875,TikTok,484217,6.437014630556072,Bahrain,Food,khaled.al-said.6875@example.com,24,45547.96026091428
Aisha_Al-Khalifa_4289,TikTok,285033,4.9398271389355,Kuwait,Fashion,aisha.al-khalifa.4289@example.com,18,38188.90588512582
Sara_Al-Salem_6457,TikTok,801331,6.333002970535596,Kuwait,Travel,sara.al-salem.6457@example.com,21,34594.24990116977
Omar_Al-Salem_4475,TikTok,397113,6.46426514188187,Oman,Sports,omar.al-salem.4475@example.com,19,48801.520909273764
Hassan_Al-Sharif_2303,TikTok,73558,4.945401096531142,Oman,Sports,hassan.al-sharif.2303@example.com,13,43762.844846379114
Aisha_Al-Hashimi_8390,TikTok,915646,9.697937838365451,UAE,Entertainment,aisha.al-hashimi.8390@example.com,17,40718.72572158193
Abdullah_Al-Mubarak_8808,TikTok,217228,4.101888195991001,Kuwait,Travel,abdullah.al-mubarak.8808@example.com,14,17791.51261789464
Hassan_Al-Hassan_360,TikTok,279773,8.996295306521176,Oman,Lifestyle,hassan.al-hassan.360@example.com,19,43835.398326476534
Hassan_Al-Sharif_316,TikTok,285884,1.1370062060300374,Saudi Arabia,Entertainment,hassan.al-sharif.316@example.com,25,37436.70219674289
Sara_Al-Thani_4444,TikTok,190072,5.717181211406519,Qatar,Beauty,sara.al-thani.4444@example.com,22,49219.1298836092
Mohammed_Al-Zahrani_3906,TikTok,929276,8.162050981230943,Kuwait,Fashion,mohammed.al-zahrani.3906@example.com,10,6835.3846075019055
Yousef_Al-Saud_8894,TikTok,94015,2.987992979874643,Bahrain,Entertainment,yousef.al-saud.8894@example.com,10,23438.859712378107
Hassan_Al-Mubarak_9194,TikTok,449393,1.1154352509727474,Kuwait,Tech,hassan.al-mubarak.9194@example.com,26,20616.408320961127
Noor_Al-Zahrani_2845,TikTok,59632,3.723104871242388,Kuwait,Lifestyle,noor.al-zahrani.2845@example.com,12,2010.948150141007
Aisha_Al-Mutawa_2863,TikTok,518389,4.977947457734642,Oman,Travel,aisha.al-mutawa.2863@example.com,19,42943.956833591044
Ahmed_Al-Qasimi_7615,TikTok,626432,3.21217989423014,UAE,Lifestyle,ahmed.al-qasimi.7615@example.com,13,8597.330076894263
Hassan_Al-Salem_1481,TikTok,653306,3.2029065605451277,Qatar,Travel,hassan.al-salem.1481@example.com,20,27082.353240181623
Ahmed_Al-Said_5863,TikTok,25900,0.9032413070062468,Oman,Lifestyle,ahmed.al-said.5863@example.com,28,43017.59529326417
Reem_Al-Khalifa_7779,TikTok,676394,1.7086471546007982,UAE,Beauty,reem.al-khalifa.7779@example.com,17,21451.13141572993
Layla_Al-Hassan_3975,TikTok,455844,0.3367450101635925,UAE,Food,layla.al-hassan.3975@example.com,19,49715.06653871572
Ahmed_Al-Said_7601,TikTok,49946,3.615830985388962,Bahrain,Sports,ahmed.al-said.7601@example.com,12,15869.755547528084
Mohammed_Al-Maktoum_6028,TikTok,296615,3.111121115127069,UAE,Sports,mohammed.al-maktoum.6028@example.com,13,7856.06809731733
Abdullah_Al-Hassan_8559,TikTok,873691,0.16469438634072397,UAE,Lifestyle,abdullah.al-hassan.8559@example.com,17,17122.1536781939
Ali_Al-Sabah_7732,TikTok,231590,4.042739063376311,Oman,Beauty,ali.al-sabah.7732@example.com,20,6284.6499902056785
Abdullah_Al-Thani_3753,TikTok,303301,1.324708825555751,Kuwait,Beauty,abdullah.al-thani.3753@example.com,10,15232.181397039843
Fatima_Al-Zahrani_4939,TikTok,857840,1.7864468672996534,Oman,Fashion,fatima.al-zahrani.4939@example.com,29,48620.72178308024
Omar_Al-Zahrani_5884,TikTok,482794,8.53367886097247,UAE,Entertainment,omar.al-zahrani.5884@example.com,12,6373.042486260075
Aisha_Al-Mubarak_2002,TikTok,607509,1.3326654596207204,Saudi Arabia,Entertainment,aisha.al-mubarak.2002@example.com,13,2082.550234890249
Reem_Al-Sabah_224,TikTok,418749,2.030759832472121,Oman,Food,reem.al-sabah.224@example.com,14,2087.049830374285
Mariam_Al-Hassan_2775,TikTok,712886,3.974095798890329,UAE,Tech,mariam.al-hassan.2775@example.com,10,22992.796983360055
Mohammed_Al-Hassan_3032,TikTok,198244,2.4612184159891237,Saudi Arabia,Sports,mohammed.al-hassan.3032@example.com,24,20304.75760345213
Ali_Al-Salem_9152,TikTok,577155,3.0818217967423314,Oman,Sports,ali.al-salem.9152@example.com,17,42767.18025154733
Aisha_Al-Khalifa_2689,TikTok,477796,6.698962955684622,Bahrain,Beauty,aisha.al-khalifa.2689@example.com,13,43015.00114575988
Noor_Al-Sabah_1853,TikTok,434955,9.815567477907104,Qatar,Travel,noor.al-sabah.1853@example.com,11,10996.180181430436
Ahmed_Al-Sharif_7271,TikTok,554806,0.9093414032280867,UAE,Sports,ahmed.al-sharif.7271@example.com,19,36723.98766459313
Aisha_Al-Said_5836,TikTok,829582,7.553570236374545,UAE,Tech,aisha.al-said.5836@example.com,21,28855.895449871114
Yousef_Al-Thani_3470,TikTok,918040,1.8030429897193434,Kuwait,Travel,yousef.al-thani.3470@example.com,11,19247.839137310977
Aisha_Al-Saud_9321,TikTok,967247,2.9324062579362415,UAE,Fashion,aisha.al-saud.9321@example.com,22,49068.24727656469
Sara_Al-Mubarak_8867,TikTok,149519,5.625234800109198,UAE,Tech,sara.al-mubarak.8867@example.com,19,4844.525550867858
Ahmed_Al-Sabah_214,TikTok,638607,3.3455434830792568,Bahrain,Food,ahmed.al-sabah.214@example.com,15,19932.301020401304
Mariam_Al-Saud_1405,TikTok,899321,0.5627162035797827,Qatar,Sports,mariam.al-saud.1405@example.com,29,45644.20277125798
Omar_Al-Sabah_2078,TikTok,169802,2.8597495808221742,Bahrain,Food,omar.al-sabah.2078@example.com,14,21479.944585111334
Layla_Al-Salem_2984,TikTok,226551,5.090179821572368,Bahrain,Entertainment,layla.al-salem.2984@example.com,19,7010.3488120463235
Sara_Al-Said_6076,TikTok,448882,9.247135393031472,Qatar,Entertainment,sara.al-said.6076@example.com,12,39353.57415453313
Mohammed_Al-Jaber_9364,TikTok,438539,2.403470134731518,Oman,Entertainment,mohammed.al-jaber.9364@example.com,11,21199.679697871976
Yousef_Al-Zahrani_2463,TikTok,490242,1.3068239862339293,Kuwait,Food,yousef.al-zahrani.2463@example.com,17,35806.1793444282
Mariam_Al-Khalifa_3976,TikTok,569514,8.057512041120763,Bahrain,Lifestyle,mariam.al-khalifa.3976@example.com,12,15524.033219448182
Ahmed_Al-Maktoum_5162,TikTok,151478,7.309912843051589,UAE,Food,ahmed.al-maktoum.5162@example.com,11,45572.444173073236
Aisha_Al-Thani_3001,TikTok,238479,9.64376062210066,Saudi Arabia,Lifestyle,aisha.al-thani.3001@example.com,14,28300.146252114442
Ahmed_Al-Saud_6993,TikTok,137475,5.421753349445334,Qatar,Entertainment,ahmed.al-saud.6993@example.com,21,1084.6934202819518
Layla_Al-Khalifa_2670,TikTok,263001,9.75227991684636,Oman,Tech,layla.al-khalifa.2670@example.com,18,42232.09234592072
Ali_Al-Hashimi_7303,TikTok,742617,6.611912040658788,Oman,Entertainment,ali.al-hashimi.7303@example.com,20,29970.01359562432
Reem_Al-Sharif_5313,TikTok,49487,7.430567755405655,UAE,Entertainment,reem.al-sharif.5313@example.com,26,2834.5919271570683
Fatima_Al-Hassan_8548,TikTok,420884,5.217986941473046,Oman,Fashion,fatima.al-hassan.8548@example.com,28,37519.68328485323
Aisha_Al-Sharif_4077,TikTok,449275,6.618219530771619,Kuwait,Tech,aisha.al-sharif.4077@example.com,12,10560.274979745984
Ahmed_Al-Sabah_4554,TikTok,669830,3.9172582787603063,Kuwait,Lifestyle,ahmed.al-sabah.4554@example.com,23,47535.96427066574
Mohammed_Al-Saud_5267,TikTok,925106,7.222479908785048,Oman,Lifestyle,mohammed.al-saud.5267@example.com,21,45773.82887502632
Yousef_Al-Mubarak_6956,TikTok,737037,6.531509722533393,Bahrain,Lifestyle,yousef.al-mubarak.6956@example.com,24,17356.27295477222
Hassan_Al-Mubarak_4991,TikTok,143374,3.889585284670243,Kuwait,Travel,hassan.al-mubarak.4991@example.com,12,22822.252681022
Abdullah_Al-Salem_1792,TikTok,885708,1.3237059191339846,Qatar,Travel,abdullah.al-salem.1792@example.com,27,32925.22396222023
Noor_Al-Sharif_4074,TikTok,729724,0.2336825049807473,Qatar,Fashion,noor.al-sharif.4074@example.com,27,4116.6708849351035
Fatima_Al-Zahrani_4503,TikTok,636998,0.8379405382268974,Oman,Travel,fatima.al-zahrani.4503@example.com,22,23390.516220540303
Aisha_Al-Hassan_151,TikTok,48357,2.372444578497733,UAE,Food,aisha.al-hassan.151@example.com,12,2158.8778313570674
Ahmed_Al-Salem_1848,TikTok,974829,7.396085308752927,Oman,Fashion,ahmed.al-salem.1848@example.com,18,8516.050643906401
Aisha_Al-Saud_3779,TikTok,949016,3.1833498378833958,Saudi Arabia,Travel,aisha.al-saud.3779@example.com,24,9043.402159463007
Sara_Al-Salem_4999,TikTok,421923,8.719170940728306,Oman,Travel,sara.al-salem.4999@example.com,12,39494.36040048621
Khaled_Al-Sharif_1872,TikTok,961741,6.661356890677542,Bahrain,Sports,khaled.al-sharif.1872@example.com,20,16431.333588550006
Omar_Al-Hashimi_427,TikTok,579224,2.257790822908836,Kuwait,Beauty,omar.al-hashimi.427@example.com,10,20897.676072618575
Aisha_Al-Mutawa_4410,TikTok,495058,0.46174905135030975,Oman,Entertainment,aisha.al-mutawa.4410@example.com,22,34593.15729693132
Aisha_Al-Mubarak_5354,TikTok,464054,2.5803699556838278,Qatar,Sports,aisha.al-mubarak.5354@example.com,10,39406.28148800051
Reem_Al-Mubarak_5309,TikTok,101622,2.528232983437621,Qatar,Tech,reem.al-mubarak.5309@example.com,23,44587.60440034542
Yousef_Al-Khalifa_2240,TikTok,453260,5.295943339467582,Saudi Arabia,Tech,yousef.al-khalifa.2240@example.com,21,11947.012262917404
Layla_Al-Maktoum_7001,TikTok,609187,2.9212753094451913,Qatar,Food,layla.al-maktoum.7001@example.com,29,17346.267588101524
Noor_Al-Hashimi_840,TikTok,886200,8.842021483612235,Kuwait,Entertainment,noor.al-hashimi.840@example.com,26,37733.17573674571
Aisha_Al-Said_7810,TikTok,604393,3.072323200875655,Kuwait,Beauty,aisha.al-said.7810@example.com,13,40020.03156874912
Ahmed_Al-Said_7900,TikTok,948600,1.59711581191993,Bahrain,Tech,ahmed.al-said.7900@example.com,12,34620.35198181866
Abdullah_Al-Hashimi_7324,TikTok,792585,2.3130101327534707,Bahrain,Entertainment,abdullah.al-hashimi.7324@example.com,11,41764.1532203551
Khaled_Al-Zahrani_4778,TikTok,507387,1.178391335344729,Oman,Beauty,khaled.al-zahrani.4778@example.com,27,32330.812378280043
Layla_Al-Hassan_2635,TikTok,926874,5.807438099354791,Saudi Arabia,Lifestyle,layla.al-hassan.2635@example.com,22,23730.181588103213
Ali_Al-Sabah_6525,TikTok,295832,6.827844999053848,Bahrain,Beauty,ali.al-sabah.6525@example.com,24,33649.08866254131
Yousef_Al-Mutawa_8452,TikTok,836907,8.09266409047196,Saudi Arabia,Food,yousef.al-mutawa.8452@example.com,11,3466.55420823543
Mariam_Al-Saud_7446,TikTok,460743,7.815187583818944,Bahrain,Travel,mariam.al-saud.7446@example.com,10,29535.568474275173
Fatima_Al-Thani_7751,TikTok,211783,5.302234269558653,UAE,Lifestyle,fatima.al-thani.7751@example.com,21,6622.181471073685
Reem_Al-Jaber_7301,TikTok,570337,0.8934775074768369,Qatar,Entertainment,reem.al-jaber.7301@example.com,26,46077.62388036197
Mohammed_Al-Zahrani_3212,TikTok,590876,9.170698138251458,UAE,Tech,mohammed.al-zahrani.3212@example.com,19,15485.388167770674
Sara_Al-Sharif_7952,TikTok,631656,4.444110490017629,Kuwait,Sports,sara.al-sharif.7952@example.com,27,17359.84188980969
Ali_Al-Zahrani_6565,TikTok,115720,1.7832394279236639,Qatar,Tech,ali.al-zahrani.6565@example.com,23,45283.31199972044
Ali_Al-Sabah_8942,TikTok,647012,1.8699368645207282,UAE,Tech,ali.al-sabah.8942@example.com,12,8085.0616944815365
Ali_Al-Sabah_9665,TikTok,67506,6.649496616327366,Saudi Arabia,Food,ali.al-sabah.9665@example.com,14,40645.70133640088
Reem_Al-Qasimi_7433,TikTok,395260,0.2916494756654197,Kuwait,Beauty,reem.al-qasimi.7433@example.com,19,21231.62662491017
Mariam_Al-Said_14,TikTok,935221,2.189337007372895,Qatar,Entertainment,mariam.al-said.14@example.com,25,15580.96926926668
Abdullah_Al-Sabah_102,TikTok,287861,0.6508425620689974,Kuwait,Sports,abdullah.al-sabah.102@example.com,19,40188.07598230006
Omar_Al-Mutawa_6859,TikTok,356066,9.755495811094123,UAE,Entertainment,omar.al-mutawa.6859@example.com,28,24046.16389810762
Yousef_Al-Zahrani_763,TikTok,661012,6.275755665159797,Oman,Beauty,yousef.al-zahrani.763@example.com,27,49070.74559262452
Aisha_Al-Saud_5836,TikTok,798956,5.132248881602953,Oman,Beauty,aisha.al-saud.5836@example.com,24,19556.95725152015
Khaled_Al-Said_6227,TikTok,522399,4.6039635125680745,Saudi Arabia,Sports,khaled.al-said.6227@example.com,14,22462.949995594354
Aisha_Al-Mubarak_3344,TikTok,446287,1.0102276358291,Saudi Arabia,Entertainment,aisha.al-mubarak.3344@example.com,17,36949.722266153374
Sara_Al-Maktoum_1627,TikTok,736634,0.5700169116034801,Saudi Arabia,Entertainment,sara.al-maktoum.1627@example.com,19,36540.50866368141
Yousef_Al-Maktoum_8366,TikTok,962136,7.2711786236740314,Bahrain,Travel,yousef.al-maktoum.8366@example.com,23,36151.408766862965
Yousef_Al-Zahrani_733,TikTok,21520,1.7433989768309743,Kuwait,Beauty,yousef.al-zahrani.733@example.com,13,1010.8460287733583
Mohammed_Al-Sabah_3203,TikTok,440067,4.714373361545103,UAE,Food,mohammed.al-sabah.3203@example.com,14,22542.61333264289
Fatima_Al-Qasimi_3134,TikTok,654251,3.403296498385564,Oman,Travel,fatima.al-qasimi.3134@example.com,16,11041.882648659554
Mohammed_Al-Hashimi_4568,TikTok,696140,3.076651712065144,Oman,Travel,mohammed.al-hashimi.4568@example.com,16,14838.958408251823
Sara_Al-Saud_6758,TikTok,445669,5.159443128352563,Saudi Arabia,Tech,sara.al-saud.6758@example.com,29,29132.43010915732
Layla_Al-Salem_1356,TikTok,399047,5.49137873692018,Qatar,Sports,layla.al-salem.1356@example.com,26,16114.031477325332
Yousef_Al-Sabah_3360,TikTok,747731,3.5587630614323196,UAE,Entertainment,yousef.al-sabah.3360@example.com,15,31345.28203626055
Hassan_Al-Sharif_6724,TikTok,967540,6.918100912784802,UAE,Lifestyle,hassan.al-sharif.6724@example.com,26,2254.4402293154244
Abdullah_Al-Mutawa_3899,TikTok,543349,3.1088919683082517,Kuwait,Lifestyle,abdullah.al-mutawa.3899@example.com,18,20106.923097119274
Ahmed_Al-Mubarak_3886,TikTok,150441,9.823044900827627,Oman,Food,ahmed.al-mubarak.3886@example.com,11,43691.11021726546
Omar_Al-Salem_7760,TikTok,978751,4.020916511767153,Kuwait,Lifestyle,omar.al-salem.7760@example.com,11,20718.111453382673
Noor_Al-Hassan_8744,TikTok,960339,4.117215070546276,Saudi Arabia,Food,noor.al-hassan.8744@example.com,22,28073.752717333304
Abdullah_Al-Said_1906,TikTok,325441,7.638843144524918,Kuwait,Sports,abdullah.al-said.1906@example.com,22,33391.275581820504
Layla_Al-Mutawa_9226,TikTok,417716,0.8979211060481217,Oman,Travel,layla.al-mutawa.9226@example.com,19,45582.74948147653
Khaled_Al-Mubarak_8640,TikTok,69604,9.574504877469762,UAE,Tech,khaled.al-mubarak.8640@example.com,10,2879.6945924555994
Mohammed_Al-Mutawa_9955,TikTok,335820,4.4814469608021295,Qatar,Beauty,mohammed.al-mutawa.9955@example.com,22,40504.89348955528
Ahmed_Al-Hassan_2623,TikTok,86773,4.866872371922991,Saudi Arabia,Fashion,ahmed.al-hassan.2623@example.com,25,45855.079553370815
Sara_Al-Thani_3020,TikTok,779341,0.48816562402516195,Qatar,Sports,sara.al-thani.3020@example.com,19,4224.7703545285585
Mariam_Al-Maktoum_9139,TikTok,257277,3.6962308674322863,Oman,Travel,mariam.al-maktoum.9139@example.com,18,47471.75535452473
Mohammed_Al-Mubarak_9259,TikTok,79632,9.543176613372864,Bahrain,Beauty,mohammed.al-mubarak.9259@example.com,28,1481.001116852417
Reem_Al-Thani_6906,TikTok,71621,5.655602046143721,Bahrain,Beauty,reem.al-thani.6906@example.com,28,25855.27025181216
Abdullah_Al-Mutawa_6345,TikTok,906946,8.429362031824988,Saudi Arabia,Lifestyle,abdullah.al-mutawa.6345@example.com,28,41674.35305402371
Omar_Al-Said_4954,TikTok,356498,0.8820726572280695,Bahrain,Travel,omar.al-said.4954@example.com,12,42796.95544154665
Ali_Al-Hashimi_6643,TikTok,574079,8.45622603832733,Bahrain,Entertainment,ali.al-hashimi.6643@example.com,21,29592.238853492203
Mohammed_Al-Sabah_5446,TikTok,533582,0.5506999085056239,Qatar,Lifestyle,mohammed.al-sabah.5446@example.com,17,40494.665815727465
Fatima_Al-Sharif_8523,TikTok,667634,4.608609627913311,Oman,Fashion,fatima.al-sharif.8523@example.com,26,46229.33158680476
Abdullah_Al-Hashimi_7655,TikTok,332909,1.1464232538382502,UAE,Lifestyle,abdullah.al-hashimi.7655@example.com,21,35832.58432991821
Ali_Al-Mutawa_2313,TikTok,451375,6.349013187594631,Qatar,Entertainment,ali.al-mutawa.2313@example.com,26,37419.90523631488
Ahmed_Al-Jaber_4703,TikTok,629448,4.76994183301951,Qatar,Travel,ahmed.al-jaber.4703@example.com,22,39973.50368677879
Mariam_Al-Hashimi_7515,TikTok,409973,7.292559887506527,Saudi Arabia,Beauty,mariam.al-hashimi.7515@example.com,26,12836.861384437409
Sara_Al-Zahrani_1996,TikTok,174980,7.358288199606876,Saudi Arabia,Sports,sara.al-zahrani.1996@example.com,13,38285.0352600282
Fatima_Al-Salem_223,TikTok,868618,2.437684128771963,Saudi Arabia,Entertainment,fatima.al-salem.223@example.com,13,9510.732587011842
Mohammed_Al-Saud_4642,TikTok,691199,2.946383005353824,Bahrain,Food,mohammed.al-saud.4642@example.com,20,1878.947575116415
Aisha_Al-Mubarak_3090,TikTok,841166,4.648392960772721,Saudi Arabia,Beauty,aisha.al-mubarak.3090@example.com,29,22721.604332030907
Sara_Al-Said_4201,TikTok,935498,4.111377678004744,Kuwait,Travel,sara.al-said.4201@example.com,27,27650.002466751273
Ali_Al-Hashimi_3912,TikTok,327174,5.644819679106128,UAE,Fashion,ali.al-hashimi.3912@example.com,10,31136.836078040786
Yousef_Al-Maktoum_4296,TikTok,111882,3.8173755077805747,Kuwait,Beauty,yousef.al-maktoum.4296@example.com,12,29952.070873509576
Hassan_Al-Khalifa_5621,TikTok,771234,4.422643212583821,Qatar,Tech,hassan.al-khalifa.5621@example.com,12,32103.92965377183
Khaled_Al-Saud_1153,TikTok,460087,8.855520643861643,Saudi Arabia,Fashion,khaled.al-saud.1153@example.com,15,33932.18389357429
Layla_Al-Salem_4519,TikTok,284862,6.222642282680693,UAE,Tech,layla.al-salem.4519@example.com,25,6575.922138783401
Hassan_Al-Mubarak_6736,TikTok,295401,0.17442364093150273,Kuwait,Beauty,hassan.al-mubarak.6736@example.com,27,15744.908488049994
Khaled_Al-Hassan_2605,TikTok,371599,2.538456764028585,Saudi Arabia,Food,khaled.al-hassan.2605@example.com,22,4883.806842273175
Layla_Al-Sharif_6219,TikTok,337631,7.432394221177471,UAE,Travel,layla.al-sharif.6219@example.com,28,44011.579663645665
Ahmed_Al-Saud_3910,TikTok,533803,1.0941396827233878,Qatar,Food,ahmed.al-saud.3910@example.com,20,29505.853704864487
Hassan_Al-Saud_7657,TikTok,111704,6.102831982065516,Saudi Arabia,Beauty,hassan.al-saud.7657@example.com,22,47657.98825851438
Reem_Al-Said_119,TikTok,229553,3.894467781126023,Qatar,Beauty,reem.al-said.119@example.com,18,29968.510846732206
Noor_Al-Mubarak_8118,TikTok,821501,5.504559894245985,Qatar,Sports,noor.al-mubarak.8118@example.com,26,3727.5658943496373
Yousef_Al-Hashimi_7891,TikTok,343980,9.87769057596321,UAE,Entertainment,yousef.al-hashimi.7891@example.com,22,26942.51846737301
Fatima_Al-Maktoum_68,TikTok,992380,1.9676754891148025,Bahrain,Tech,fatima.al-maktoum.68@example.com,13,26983.80950613082
Hassan_Al-Qasimi_1582,TikTok,205995,6.6017849276789375,Qatar,Beauty,hassan.al-qasimi.1582@example.com,19,3155.213150453672
Reem_Al-Mubarak_1178,TikTok,355079,2.88260410961438,UAE,Entertainment,reem.al-mubarak.1178@example.com,21,17404.27915044436
Khaled_Al-Maktoum_4884,TikTok,6918,9.21625100033517,Bahrain,Food,khaled.al-maktoum.4884@example.com,17,43223.7749036451
Sara_Al-Jaber_5477,TikTok,830525,7.743226328222695,UAE,Travel,sara.al-jaber.5477@example.com,13,33141.14622251196
Ahmed_Al-Sabah_1880,TikTok,579269,6.691288356934497,Bahrain,Sports,ahmed.al-sabah.1880@example.com,13,15327.81874833121
Abdullah_Al-Qasimi_1371,TikTok,109272,2.4040174361217903,Qatar,Lifestyle,abdullah.al-qasimi.1371@example.com,21,22890.167434128623
Hassan_Al-Zahrani_7351,TikTok,995742,5.403409469759569,Qatar,Tech,hassan.al-zahrani.7351@example.com,19,9428.700726023611
Omar_Al-Mubarak_4765,TikTok,961310,0.5622586556587226,UAE,Travel,omar.al-mubarak.4765@example.com,22,25133.710549391282
Abdullah_Al-Mubarak_8429,TikTok,301177,9.723385946152646,Qatar,Beauty,abdullah.al-mubarak.8429@example.com,19,27572.074086574263
Abdullah_Al-Hashimi_5003,TikTok,990953,5.028604251112298,Bahrain,Entertainment,abdullah.al-hashimi.5003@example.com,19,24209.27689930352
Reem_Al-Hassan_5301,TikTok,989228,7.140306420661471,Oman,Travel,reem.al-hassan.5301@example.com,12,12638.117435789738
Mohammed_Al-Salem_8510,TikTok,449169,0.9152653970099097,UAE,Sports,mohammed.al-salem.8510@example.com,13,3961.2746676856646
Reem_Al-Sharif_861,TikTok,46210,5.638584428958298,Oman,Sports,reem.al-sharif.861@example.com,20,32970.81959622659
Ali_Al-Maktoum_8969,TikTok,155421,6.175208977724461,Oman,Lifestyle,ali.al-maktoum.8969@example.com,20,21954.89434038107
Mohammed_Al-Jaber_1356,TikTok,782897,4.843634204512185,Kuwait,Food,mohammed.al-jaber.1356@example.com,25,12712.973363513594
Yousef_Al-Hassan_3905,TikTok,612709,8.940220153156265,UAE,Sports,yousef.al-hassan.3905@example.com,21,39880.077842382525
Khaled_Al-Salem_9626,TikTok,655422,1.0988036573038813,Oman,Beauty,khaled.al-salem.9626@example.com,22,31934.451241431834
Layla_Al-Mutawa_6714,TikTok,446898,3.560823031203422,Oman,Sports,layla.al-mutawa.6714@example.com,27,5606.767182746373
Aisha_Al-Saud_3031,TikTok,861089,2.8571160529238293,Kuwait,Travel,aisha.al-saud.3031@example.com,25,35046.55581485729
Aisha_Al-Jaber_5855,TikTok,336060,8.458619932626133,Bahrain,Beauty,aisha.al-jaber.5855@example.com,20,43936.096301277954
Hassan_Al-Sabah_2968,TikTok,78517,6.019032623610322,Qatar,Lifestyle,hassan.al-sabah.2968@example.com,23,25843.153693789285
Noor_Al-Saud_668,TikTok,581611,0.8304316811002577,UAE,Food,noor.al-saud.668@example.com,15,36012.480967944466
Noor_Al-Saud_6147,TikTok,832084,2.198340081511348,Qatar,Tech,noor.al-saud.6147@example.com,26,14461.53429549522
Reem_Al-Salem_1216,TikTok,798100,3.3778847924037585,Qatar,Tech,reem.al-salem.1216@example.com,26,27278.931655933637
Mohammed_Al-Khalifa_2147,TikTok,381590,6.259731174262335,Bahrain,Tech,mohammed.al-khalifa.2147@example.com,18,34723.713939124355
Noor_Al-Thani_9769,TikTok,519488,7.089889104774617,Qatar,Entertainment,noor.al-thani.9769@example.com,21,1281.221413968563
Abdullah_Al-Mutawa_8177,TikTok,833928,3.1836208968033275,Saudi Arabia,Sports,abdullah.al-mutawa.8177@example.com,17,22036.978007045796
Mohammed_Al-Said_6763,TikTok,336852,0.4414265009492253,UAE,Beauty,mohammed.al-said.6763@example.com,18,32349.56812955814
Sara_Al-Zahrani_7936,TikTok,63707,3.5038293462496726,Bahrain,Lifestyle,sara.al-zahrani.7936@example.com,15,39930.373739702554
Omar_Al-Saud_6779,TikTok,978585,3.503318659991231,Saudi Arabia,Sports,omar.al-saud.6779@example.com,27,38972.2034037304
Ali_Al-Saud_2473,TikTok,339192,8.239270305054736,Oman,Entertainment,ali.al-saud.2473@example.com,28,17425.134395780053
Fatima_Al-Jaber_1341,TikTok,305973,8.356394330293162,Oman,Travel,fatima.al-jaber.1341@example.com,10,4993.02213267627
Aisha_Al-Salem_1243,TikTok,416480,4.040951536226473,Saudi Arabia,Travel,aisha.al-salem.1243@example.com,15,27519.478630630336
Omar_Al-Said_9661,TikTok,778632,3.427065315112377,UAE,Tech,omar.al-said.9661@example.com,28,31553.72640646052
Mariam_Al-Salem_9233,TikTok,747987,9.725367798683438,UAE,Beauty,mariam.al-salem.9233@example.com,16,21506.37691054758
Ahmed_Al-Said_1362,TikTok,129246,8.641871897395836,UAE,Tech,ahmed.al-said.1362@example.com,25,40399.72182298794
Noor_Al-Saud_9123,TikTok,198640,7.019857702785835,UAE,Tech,noor.al-saud.9123@example.com,23,12575.062552657691
Layla_Al-Hassan_2398,TikTok,158400,4.840477463683646,UAE,Travel,layla.al-hassan.2398@example.com,15,17909.894875986836
Ali_Al-Sabah_5989,TikTok,815206,2.461081104089238,Qatar,Sports,ali.al-sabah.5989@example.com,24,22284.201853297614
Ahmed_Al-Saud_4003,TikTok,782879,7.873267497553159,Qatar,Travel,ahmed.al-saud.4003@example.com,29,44062.48777684324
Hassan_Al-Zahrani_3567,TikTok,460961,7.001741424339232,Qatar,Beauty,hassan.al-zahrani.3567@example.com,18,8598.804303638288
Aisha_Al-Zahrani_3137,TikTok,352243,2.7413848972942536,Qatar,Entertainment,aisha.al-zahrani.3137@example.com,27,18481.37382538962
Omar_Al-Maktoum_5544,TikTok,180883,6.713638088046888,Oman,Fashion,omar.al-maktoum.5544@example.com,15,16601.59666618376
Abdullah_Al-Hassan_4916,TikTok,954713,7.769317336712668,Bahrain,Fashion,abdullah.al-hassan.4916@example.com,10,11456.5691942849
Layla_Al-Sabah_8472,TikTok,968323,4.416648070402963,Bahrain,Sports,layla.al-sabah.8472@example.com,17,2414.6826876172763
Mariam_Al-Maktoum_9427,TikTok,653482,8.410836527505191,Qatar,Travel,mariam.al-maktoum.9427@example.com,11,11594.521244696827
Omar_Al-Khalifa_8742,TikTok,290351,6.321624663936954,Saudi Arabia,Entertainment,omar.al-khalifa.8742@example.com,16,44293.22788215094
Abdullah_Al-Sabah_5541,TikTok,715837,4.748091088933317,Saudi Arabia,Food,abdullah.al-sabah.5541@example.com,15,19117.889963867223
Abdullah_Al-Khalifa_3375,TikTok,583130,7.190964375315508,Saudi Arabia,Beauty,abdullah.al-khalifa.3375@example.com,28,48854.61024879307
Khaled_Al-Jaber_7852,TikTok,657693,8.325203585003134,Qatar,Food,khaled.al-jaber.7852@example.com,10,15263.5735645017
Abdullah_Al-Khalifa_5664,TikTok,540041,5.243771493788718,Bahrain,Sports,abdullah.al-khalifa.5664@example.com,10,46645.72745437103
Sara_Al-Hassan_2792,TikTok,106755,3.5897375015944553,Kuwait,Entertainment,sara.al-hassan.2792@example.com,21,15928.987515138004
Abdullah_Al-Saud_4832,TikTok,247120,9.586791286416132,Saudi Arabia,Fashion,abdullah.al-saud.4832@example.com,25,44018.51502438928
